,SOUTHWESTERN,SOUTH CENTRAL,SOUTHEASTERN,WESTERN,NORTH CENTRAL,NORTHEASTERN,CENTRAL
1980-02-28,18.309590622189408,13.916397621752449,15.191065645292067,19.61504340997381,19.57670208057379,19.338083476961533,16.6584735833422
1980-02-29,19.12240941025981,16.289301671108134,16.199912727966723,19.456449138347672,19.965601105330133,17.961543309477445,17.99227801498382
1980-03-01,17.804683254718007,17.138477859431433,17.34167634052404,19.087589390814,20.19796127534886,18.5045311513881,18.370585061960007
1980-03-02,16.29812608969015,16.554453018759705,18.221174247917,18.14874767784301,19.969312805428707,19.284591110317287,17.180725999976936
1980-03-03,17.91531697305515,18.21929789037389,18.919736279751394,20.06917603099781,20.75351219585706,19.80749596806709,18.66625657761043
1980-03-04,19.665217111881567,19.897973274182338,19.438300654382886,22.14745875269681,20.775786516188788,19.8712992137306,20.028566050390502
1980-03-05,20.078520419813298,20.650304821800667,19.75498163284849,22.09159352889939,20.53171245289675,19.837294583068864,20.155998450706058
1980-03-06,19.765683756961906,20.790948323675558,20.036271485320782,21.72869690745356,20.317022654611748,19.806838399089887,19.917012557808942
1980-03-07,18.7367991195713,20.038078938083252,20.0633696336958,21.48279386310733,20.203975308822304,19.90975033343218,19.47248805383332
1980-03-08,17.917004577197808,19.375640805794717,19.97283304532527,21.446783342303263,19.99020390095044,19.718877422544683,19.197497197757173
1980-03-09,17.33978963124364,18.593378778010454,19.61137884697334,21.041844710366725,19.730133521118173,19.423166401008974,18.611128888848125
1980-03-10,17.247335534233653,18.40084458191517,19.560289116756046,20.870989342833997,19.544914441733717,19.044610917757613,18.4515606408881
1980-03-11,18.024888522375434,18.28835095539947,19.41285282930157,21.667069047014934,19.503131623890198,18.636965721658548,18.04080400953041
1980-03-12,17.32192964615955,18.627672803131347,19.262173355610088,20.413878788544807,18.443726822911557,18.54411285884141,16.08217199704284
1980-03-13,16.760309175528192,17.57396062964329,18.353046234814943,21.883282611941727,17.73784212913805,17.928224866368662,15.11467173554898
1980-03-14,17.424706294575092,17.366027779350855,17.749089291645742,22.63717394046721,17.833172042434057,17.941697427894873,15.709024454146087
1980-03-15,17.710647321276728,16.62021327478128,16.97030363887291,21.94957538880331,16.978111581797055,17.691346272659985,16.03667129610583
1980-03-16,16.156714302771622,15.637785240376296,16.868686930250234,20.458867613715867,15.257000641899431,17.139971318142177,14.417401329372039
1980-03-17,15.603744434895615,14.357616675197564,16.629982030131586,20.197787077981587,14.119964112181973,16.632683312254546,13.365748098742447
1980-03-18,16.09259187672475,12.99394487275254,15.08863952878085,20.28160558973598,14.390838169131445,16.665898865383006,13.142074258871801
1980-03-19,15.884937613235072,13.205090501184909,14.850974215973464,20.17683819412266,14.706718765270637,16.465033867121257,14.043634207275677
1980-03-20,15.399129480524525,13.013302271869357,14.563767811000881,19.26096394240516,14.012242519818454,15.84934296887101,13.936882409131243
1980-03-21,15.492982860288027,13.474808860404735,14.168118026931607,18.71756975892132,14.31421540469878,15.578490603352355,14.540993880179279
1980-03-22,15.267328426928588,13.848132411243224,14.332063957301461,18.18435542140271,14.922859127891968,15.549304645928176,14.917080187344327
1980-03-23,14.675290499520171,12.903262195276037,13.351855204347295,18.237414224789774,14.555880413205982,15.625862774368258,13.98729068184252
1980-03-24,13.861270758840716,13.237457491485856,13.041397398884149,18.30460039007169,15.11193780664089,15.667278119896825,13.720240522669867
1980-03-25,14.587289250431144,16.324438061670307,14.42769349676551,16.791403816791867,15.567393004389142,16.67995723146903,15.650086272339456
1980-03-26,15.482284996673927,16.592973494534974,14.756320461991775,15.692671482959714,15.4240137686626,16.959699200992087,15.641122195548634
1980-03-27,16.030069178450812,15.287900993593116,15.063226157833851,16.06679099519778,14.69910590272943,16.958678552846848,14.674781201671081
1980-03-28,15.577413756541278,14.478400084845527,15.19678181908383,16.679087824926686,14.304462882215438,16.59470992070619,14.14967736847669
1980-03-29,16.412610301117052,14.19600866128116,14.615139082300885,18.714646847225854,14.616088560879858,15.903456581320672,14.523313359037774
1980-03-30,18.492862743583988,16.266483679426837,13.133364382845631,19.14680305287421,16.201842421449285,14.733933322325669,17.357322307472938
1980-03-31,18.70632219686444,17.657332747910573,14.312612362181616,18.57379818518056,17.855810473864558,15.642256682853578,18.914668221008515
1980-04-01,18.995350479641456,18.76301085547777,15.322317469912507,18.30927776595188,20.040656884657718,16.767777798426813,20.800070843811213
1980-04-02,18.65738365478972,18.900665314608005,16.135734167868794,17.591690644675538,19.942635789874988,17.195741541896876,20.338225486608934
